Date,Region,Season,Temperature,Humidity,Wind Speed,Atmospheric Pressure,Rainfall,Outlook,Windy,Play
2025-01-28,South,Winter,10.5,97.47503517351626,8.577480252900155,1022.2214145751881,0.2,Overcast,Weak,No
2025-01-29,West,Winter,6.6,55.347226544297854,22.123630267904517,1014.6585120958367,0.0,Sunny,Strong,No
2025-01-30,West,Winter,7.0,78.91760192121856,16.900467175779536,1006.0121077075476,11.7,Rainy,Weak,Yes
2025-01-31,North,Winter,7.8,65.85519687345626,18.860333926676663,1024.4092158041801,0.0,Sunny,Weak,Yes
2025-02-01,North,Winter,4.7,69.02888418294886,17.384124514803478,1012.9253970743429,0.0,Sunny,Weak,No
2025-02-02,West,Winter,5.1,87.92702639618798,17.73487144649701,1021.4343774725106,2.1,Overcast,Weak,No
2025-02-03,South,Winter,10.5,72.61753634434436,5.71469510182242,1012.5401478512808,0.9,Overcast,Weak,No
2025-02-04,South,Winter,11.8,73.07444118574449,22.33122394635014,1028.4859833990558,2.0,Overcast,Strong,No
2025-02-05,North,Winter,5.2,81.08761005964703,23.187129946994414,1026.0427267395457,15.7,Rainy,Strong,No
2025-02-06,West,Winter,9.1,59.52570905685672,13.394264791523806,1010.0082868121674,0.0,Sunny,Weak,No
2025-02-07,North,Winter,6.0,52.4118549899149,14.695661351302963,1019.7725676076349,0.0,Sunny,Weak,No
2025-02-08,North,Winter,-0.8,49.327862089684494,4.282247482109945,1017.1630075966812,0.0,Sunny,Weak,No
2025-02-09,East,Winter,12.3,35.50465115935997,18.599783292124844,1022.9490524602588,0.0,Sunny,Weak,No
2025-02-10,East,Winter,8.0,95.84310694910484,19.004402091999008,1004.2806123153591,18.7,Rainy,Weak,No
2025-02-11,East,Winter,12.7,48.451874514174754,14.564662881004823,1017.4884116799875,0.0,Sunny,Weak,Yes
2025-02-12,South,Winter,14.2,61.68119564621342,22.87047351909352,1020.4673958947967,1.3,Overcast,Strong,No
2025-02-13,West,Winter,9.9,60.84780050166619,12.661459383140416,997.9300841086151,0.0,Sunny,Weak,No
2025-02-14,West,Winter,8.5,69.61110046713651,18.9522414812552,1002.5339318986738,0.0,Sunny,Weak,No
2025-02-15,West,Winter,10.4,77.23605818808946,7.862349629155191,995.6861425779192,14.0,Rainy,Weak,Yes
2025-02-16,West,Winter,9.4,77.90710232539618,14.835134943880334,1009.8447453244436,0.3,Overcast,Weak,No
2025-02-17,East,Winter,8.3,56.25383842146592,13.779520194680149,1017.7403380463677,0.0,Sunny,Weak,No
2025-02-18,South,Winter,20.0,62.49317429320383,16.57715545428659,1024.0188564167681,0.0,Sunny,Weak,Yes
2025-02-19,South,Winter,14.7,69.2386992573245,12.41331149816649,1012.5927582433582,0.0,Sunny,Weak,No
2025-02-20,East,Winter,11.0,61.2696331072468,14.079691830298325,1025.0289243645702,29.8,Rainy,Weak,No
2025-02-21,South,Winter,7.1,89.1101836402999,20.782330200090545,1000.9591883342808,8.3,Rainy,Strong,Yes
2025-02-22,East,Winter,2.8,72.36462427457377,11.942650339332477,998.3729404851588,0.3,Overcast,Weak,No
2025-02-23,West,Winter,8.8,76.02316679074727,3.7539602948292448,1011.5556184088271,0.0,Sunny,Weak,No
2025-02-24,East,Winter,8.7,74.94321903001119,27.247087329437946,1015.0725235915145,0.0,Sunny,Strong,No
2025-02-25,West,Winter,6.1,82.60210786227987,24.670178550833405,1011.7384420152473,5.1,Rainy,Strong,No
2025-02-26,West,Winter,6.8,67.7153233805556,5.954161134260669,995.460463199681,2.9,Rainy,Weak,No
2025-02-27,North,Winter,8.7,45.5475207806623,19.82795463671636,1011.2870396838977,0.0,Sunny,Weak,No
2025-02-28,East,Winter,9.0,70.99531927628962,11.479176606140598,1001.5642439959612,0.0,Sunny,Weak,No
2025-03-01,North,Spring,11.1,55.22964659312257,16.844410507317416,1017.3573803906403,2.8,Rainy,Weak,No
2025-03-02,East,Spring,18.0,57.07074977375365,17.059568903094455,1014.9327859687747,0.0,Sunny,Weak,Yes
2025-03-03,East,Spring,14.8,73.7954602813264,13.359145397785746,1004.4809617093812,0.0,Sunny,Weak,No
2025-03-04,North,Spring,12.4,83.57424607150453,9.513640340895225,1007.8890646613064,8.5,Rainy,Weak,No
2025-03-05,North,Spring,11.9,65.31907365104092,10.166212633786184,1003.5262918248884,0.8,Overcast,Weak,No
2025-03-06,East,Spring,16.5,69.63249518898445,8.586656591631304,1011.4985672218146,21.9,Rainy,Weak,No
2025-03-07,South,Spring,19.0,90.53322416952857,9.177244542386887,1019.6411385640099,1.7,Overcast,Weak,Yes
2025-03-08,West,Spring,16.8,68.61129769232852,14.529751969654512,1004.1141916293157,2.0,Overcast,Weak,Yes
2025-03-09,North,Spring,12.7,100.0,9.989680076224737,1016.0323721241427,8.5,Rainy,Weak,No
2025-03-10,West,Spring,8.8,73.48264468447316,19.77436445998834,1007.7579390530204,4.1,Rainy,Weak,Yes
2025-03-11,South,Spring,27.5,38.58855861266274,25.410723087351492,1005.6570173419012,2.6,Overcast,Strong,No
2025-03-12,South,Spring,25.2,76.30012431656799,10.9396273104097,1011.1437571203635,0.0,Sunny,Weak,Yes
2025-03-13,South,Spring,20.0,70.71737577324167,16.675831503747638,1003.718061420645,0.6,Overcast,Weak,Yes
2025-03-14,North,Spring,13.6,84.34629131124119,18.497795772120536,1007.5708055572226,27.1,Rainy,Weak,No
2025-03-15,South,Spring,17.5,75.09772026904938,18.30401589643492,1002.4169768592892,1.9,Overcast,Weak,Yes
2025-03-16,North,Spring,20.7,62.92316024024339,15.531686875412612,1027.717801063331,0.0,Sunny,Weak,Yes
2025-03-17,South,Spring,27.7,46.635526455659516,20.198776928518058,1012.2821084157738,0.0,Sunny,Strong,Yes
2025-03-18,West,Spring,17.9,61.86465114070962,18.3757426687646,1006.4021959360593,0.0,Sunny,Weak,Yes
2025-03-19,West,Spring,21.2,52.2421931868605,6.336363043708914,1013.7118392858738,22.6,Rainy,Weak,No
2025-03-20,East,Spring,18.4,56.29214825292916,21.084092450724913,1011.1013756024734,0.0,Sunny,Strong,Yes
2025-03-21,West,Spring,13.8,73.82867606630914,21.211035860867195,1010.2322432037342,1.9,Overcast,Strong,No
2025-03-22,East,Spring,17.3,90.0485675652711,9.65699727074993,1016.9133336003474,49.5,Rainy,Weak,No
2025-03-23,West,Spring,19.0,70.92007294734472,15.265564848133215,1018.0600616803785,15.0,Rainy,Weak,No
2025-03-24,North,Spring,12.2,47.06175406947224,19.783302949677484,1007.7559908191158,20.7,Rainy,Weak,No
2025-03-25,West,Spring,16.9,71.66904002330212,13.534803262944468,1007.3934540748426,6.0,Rainy,Weak,No
2025-03-26,East,Spring,17.5,82.94947229968477,22.510846334362082,1009.7995864227869,38.9,Rainy,Strong,No
2025-03-27,East,Spring,15.9,55.85325643520927,31.547107462335525,993.5846306821153,4.3,Rainy,Strong,Yes
2025-03-28,South,Spring,20.9,62.989742499906235,9.498097771555123,999.8784715024116,0.0,Sunny,Weak,Yes
2025-03-29,North,Spring,11.9,65.22032292093796,5.332687777923576,1022.9349941395562,0.0,Sunny,Weak,No
2025-03-30,West,Spring,17.2,53.2265253037664,17.12673016923413,1025.1597417080102,0.0,Sunny,Weak,Yes
2025-03-31,South,Spring,17.9,74.72420650765788,20.050937535883005,1010.007711683549,1.9,Overcast,Strong,Yes
2025-04-01,West,Spring,21.4,63.18577777088328,13.383935383086618,1016.6124557044461,0.5,Overcast,Weak,Yes
2025-04-02,West,Spring,11.9,71.29298665860541,25.17282464324724,1014.4900012363482,0.0,Sunny,Strong,No
2025-04-03,South,Spring,27.9,51.6876173329685,5.6297594019372585,1036.631046467642,0.0,Sunny,Weak,Yes
2025-04-04,South,Spring,27.1,58.438125495148846,19.850430361221278,1020.9565992914767,0.0,Sunny,Weak,Yes
2025-04-05,South,Spring,21.0,75.83572036741657,10.758974254687747,1010.9766592681539,1.3,Overcast,Weak,Yes
2025-04-06,South,Spring,13.4,59.4075027186235,27.035645343451076,1004.3556764751966,64.1,Rainy,Strong,No
2025-04-07,South,Spring,19.6,90.90445776850108,28.947607472176827,999.1484294379394,7.2,Rainy,Strong,No
2025-04-08,West,Spring,18.0,59.005457215780964,9.633403885516564,1013.6277090869378,0.0,Sunny,Weak,Yes
2025-04-09,South,Spring,18.4,68.37027088627829,11.153100048639939,1005.9491940377255,0.8,Overcast,Weak,Yes
2025-04-10,North,Spring,11.3,78.98886247809635,21.017115208858613,1000.6219703232186,0.0,Sunny,Strong,No
2025-04-11,East,Spring,22.1,43.724514006004526,12.290085451473399,1006.8274169260598,35.9,Rainy,Weak,No
2025-04-12,South,Spring,23.1,38.587867820288366,14.682121474474332,1003.3476159710848,18.0,Rainy,Weak,No
2025-04-13,South,Spring,20.6,42.11515528144858,15.17771894379687,1025.4971330805806,0.0,Sunny,Weak,Yes
2025-04-14,West,Spring,13.9,83.93876155140774,1.5622879066164064,1019.0531180555956,53.8,Rainy,Weak,No
2025-04-15,South,Spring,21.0,56.7221278116133,14.903135777340339,1011.9362188694671,0.0,Sunny,Weak,Yes
2025-04-16,South,Spring,22.5,100.0,10.171905581550783,1023.8395531111202,0.0,Sunny,Weak,No
2025-04-17,South,Spring,23.6,56.53628602013917,11.548140243201596,1012.6189464611809,0.0,Sunny,Weak,Yes
2025-04-18,West,Spring,15.7,67.76826954795555,25.1054240242817,1005.1097263893739,5.1,Rainy,Strong,No
2025-04-19,South,Spring,24.8,88.13164928851813,6.204451740045206,1024.1849926181574,3.5,Rainy,Weak,No
2025-04-20,East,Spring,24.2,95.09139332238684,20.69243630723584,1016.3112803494772,3.7,Rainy,Strong,No
2025-04-21,West,Spring,19.6,95.92255364954596,13.04725948767734,1003.7020307653884,25.8,Rainy,Weak,No
2025-04-22,East,Spring,17.7,83.12549345889714,13.041678820529159,1010.4772905753312,4.1,Rainy,Weak,Yes
2025-04-23,West,Spring,16.8,80.36093788717193,20.53260327236198,1004.9950539729219,5.3,Rainy,Strong,No
2025-04-24,South,Spring,19.8,73.88790423801774,17.380359061982233,1000.9376021522853,4.7,Rainy,Weak,No
2025-04-25,East,Spring,22.3,76.67541614249957,18.994290980536718,1019.4094203802531,0.0,Sunny,Weak,Yes
2025-04-26,West,Spring,17.6,56.732214255071995,21.777292623730027,1027.2753331237611,0.0,Sunny,Strong,Yes
2025-04-27,North,Spring,13.0,52.72701674866539,12.680841317716741,1000.8114594094469,18.0,Rainy,Weak,No
2025-04-28,South,Spring,22.6,64.94938313883571,10.714342858445747,1016.5037538935246,0.0,Sunny,Weak,Yes
2025-04-29,West,Spring,16.0,62.447230662126074,7.403946314095413,1006.7948594470254,2.0,Overcast,Weak,Yes
2025-04-30,North,Spring,9.5,58.201579260090874,9.222126290147314,1008.1029969298825,0.0,Sunny,Weak,No
2025-05-01,West,Spring,18.5,75.44581171185072,35.643660977161076,1007.2608486060891,2.6,Rainy,Strong,No
2025-05-02,North,Spring,13.1,79.32957812855766,23.712757065157508,1005.0880738425615,35.2,Rainy,Strong,No
2025-05-03,South,Spring,23.5,66.32610329437772,5.54247943654385,1012.3881730235586,0.0,Sunny,Weak,Yes
2025-05-04,East,Spring,15.7,87.16295121582893,5.742794302795009,1005.3523990687117,73.7,Rainy,Weak,No
2025-05-05,North,Spring,17.9,47.87466328799742,18.373062432029442,1014.1636546062388,2.1,Overcast,Weak,Yes
2025-05-06,West,Spring,15.3,62.095108110804226,18.83085358164577,1011.5980951244069,0.0,Sunny,Weak,Yes
2025-05-07,South,Spring,26.9,54.247665190957925,18.84218684722155,1010.0884156250687,0.0,Sunny,Weak,Yes
2025-05-08,North,Spring,8.0,37.0019507439041,13.215309445124115,1004.7394907036672,0.0,Sunny,Weak,No
2025-05-09,West,Spring,18.8,63.75978971235951,14.121820179979698,1007.3858293554533,0.7,Overcast,Weak,Yes
2025-05-10,West,Spring,20.0,63.17378737425075,17.295156669115503,1018.0431298066061,0.0,Sunny,Weak,Yes
2025-05-11,West,Spring,16.0,87.70174614863197,15.601251044053313,1016.007337500995,24.8,Rainy,Weak,Yes
2025-05-12,North,Spring,14.5,74.46217526832166,0.0,1004.1795580416116,0.0,Sunny,Weak,No
2025-05-13,North,Spring,17.9,49.63719763506192,13.391402585973644,1012.7946584434338,0.0,Sunny,Weak,Yes
2025-05-14,North,Spring,8.0,92.81138849501282,9.040154960177805,1018.0110969869743,1.3,Overcast,Weak,No
2025-05-15,East,Spring,18.2,83.31550543288029,16.226479932359585,998.644757751029,7.6,Rainy,Weak,No
2025-05-16,North,Spring,7.0,73.73146555202923,35.89681301822387,1016.3468815390395,0.0,Sunny,Strong,No
2025-05-17,North,Spring,10.6,61.60273851725252,17.57237165832013,1006.6990099284333,0.0,Sunny,Weak,No
2025-05-18,North,Spring,19.3,50.6084114491478,12.805292196793214,1016.5647893487453,0.0,Sunny,Weak,Yes
2025-05-19,East,Spring,15.6,59.416898358934205,21.452610513840767,1005.8939267476599,33.2,Rainy,Strong,No
2025-05-20,North,Spring,9.0,81.33122929556279,18.378815210464488,997.5609431946839,6.4,Rainy,Weak,No
2025-05-21,West,Spring,16.1,93.26879458901914,17.940661433162887,998.9796604969347,6.7,Rainy,Weak,No
2025-05-22,North,Spring,20.2,88.14865292408284,19.2479541525097,1012.384679573291,0.0,Sunny,Weak,No
2025-05-23,West,Spring,12.7,57.667258673205886,29.39580495380679,1014.0777800137719,0.0,Sunny,Strong,No
2025-05-24,West,Spring,14.1,48.205738500664836,7.08378095271859,1004.7654669991647,0.8,Overcast,Weak,No
2025-05-25,West,Spring,23.0,67.11329370366806,18.31542453768018,1017.1087396702189,0.0,Sunny,Weak,Yes
2025-05-26,East,Spring,22.2,38.473409516557226,8.515332090129231,998.7078395018483,9.1,Rainy,Weak,No
2025-05-27,East,Spring,17.6,69.84751571277172,18.888588524395736,1011.4713616108214,0.0,Sunny,Weak,Yes
2025-05-28,East,Spring,13.3,62.78596120551997,8.56919441959734,1002.3118704019004,28.0,Rainy,Weak,No
2025-05-29,North,Spring,19.8,58.00945247197637,12.078432304764409,1006.7853111375828,17.8,Rainy,Weak,No
2025-05-30,West,Spring,22.8,41.07945399099807,12.934370600334656,1012.3791893705313,0.0,Sunny,Weak,Yes
2025-05-31,East,Spring,19.3,72.70400159854574,21.830717035412963,1005.1166930777284,0.3,Overcast,Strong,Yes
2025-06-01,East,Summer,27.3,57.009487405071326,21.429181107596897,1008.9235556461614,38.0,Rainy,Strong,No
2025-06-02,North,Summer,26.7,47.451247464345684,6.2799783648753085,1020.0503424737155,2.5,Overcast,Weak,Yes
2025-06-03,East,Summer,29.1,21.916066800775262,15.38453877699894,1007.3848650438148,0.0,Sunny,Weak,No
2025-06-04,North,Summer,27.7,64.58727642424046,10.032941016755792,1018.6855368965212,0.8,Overcast,Weak,Yes
2025-06-05,South,Summer,37.4,91.58377395004617,6.190465625272658,1002.9623451627391,52.5,Rainy,Weak,No
2025-06-06,East,Summer,33.1,89.91888821821806,13.480880647029407,1016.2384334233222,0.0,Sunny,Weak,No
2025-06-07,South,Summer,31.9,58.14355615120592,12.840620480809262,1023.5325489652632,0.0,Sunny,Weak,Yes
2025-06-08,North,Summer,28.2,55.966819094573296,31.987015404418656,992.2268439989817,0.0,Sunny,Strong,No
2025-06-09,West,Summer,30.3,72.03161384112536,18.030718777524875,1005.6248379562362,58.9,Rainy,Weak,No
2025-06-10,East,Summer,32.5,50.02421841217563,5.356677494720339,1016.6165770174443,0.0,Sunny,Weak,No
2025-06-11,North,Summer,30.2,69.52687849729199,11.046581970803404,1010.3756369116561,0.9,Overcast,Weak,Yes
2025-06-12,West,Summer,27.0,76.49120417577035,22.14968306800579,1014.9691669869704,0.8,Overcast,Strong,Yes
2025-06-13,West,Summer,29.4,83.40399835826462,29.619099410089476,1007.1681185062735,9.1,Rainy,Strong,Yes
2025-06-14,South,Summer,32.5,63.49768885280071,3.8981168143342924,1012.6927182997832,8.3,Rainy,Weak,No
2025-06-15,North,Summer,21.2,61.94489374734551,1.8405293040266848,1010.7545821168634,0.0,Sunny,Weak,Yes
2025-06-16,West,Summer,32.0,51.830261198651584,28.096756227602476,1021.3422564932785,0.0,Sunny,Strong,No
2025-06-17,East,Summer,37.7,52.5967946894021,17.727299241596327,1014.0353667464097,0.0,Sunny,Weak,No
2025-06-18,East,Summer,24.7,61.602816621477096,8.921950876865434,1014.7008212966016,3.0,Overcast,Weak,Yes
2025-06-19,South,Summer,33.6,70.51048260224267,18.742403602857046,1008.7049842710203,0.0,Sunny,Weak,No
2025-06-20,West,Summer,31.5,78.70376939349875,0.0,1008.09915020742,0.2,Overcast,Weak,Yes
2025-06-21,North,Summer,26.0,52.95231573979483,15.023628546180127,1008.539534497443,3.9,Rainy,Weak,Yes
2025-06-22,East,Summer,30.0,87.39032853439282,17.2947482099016,1015.1556171390264,2.8,Overcast,Weak,No
2025-06-23,West,Summer,25.8,60.93314598436147,21.46989097676481,1008.6321241534379,0.0,Sunny,Strong,Yes
2025-06-24,West,Summer,30.9,64.67949058477346,7.902728333952236,1014.3181988551713,0.0,Sunny,Weak,Yes
2025-06-25,South,Summer,33.4,53.79182481278265,15.599810129823513,1028.6032063891635,0.0,Sunny,Weak,Yes
2025-06-26,East,Summer,24.1,28.636396095905873,8.52202761758289,1018.9689976274535,0.0,Sunny,Weak,No
2025-06-27,East,Summer,33.3,78.26068094541574,16.78768628972022,1009.3918117426573,0.0,Sunny,Weak,No
2025-06-28,North,Summer,29.8,76.0526584563865,8.732575743458831,1021.6097113773116,1.1,Overcast,Weak,Yes
2025-06-29,East,Summer,29.8,60.780086643226795,12.143294125878455,1008.7353970158276,0.0,Sunny,Weak,Yes
2025-06-30,North,Summer,25.1,66.00486075837308,8.029292236468397,995.6950037185771,8.7,Rainy,Weak,No
2025-07-01,East,Summer,32.4,72.73908826556149,19.5579536927656,1003.9353095126608,3.0,Overcast,Weak,No
2025-07-02,South,Summer,33.2,41.56181214670186,21.009157816596655,997.0336646317932,27.4,Rainy,Strong,No
2025-07-03,East,Summer,32.4,57.06420983980558,13.357656010298104,1009.1878921276696,0.0,Sunny,Weak,No
2025-07-04,North,Summer,25.1,76.9139701943274,15.267665964720198,1012.1473470335164,0.0,Sunny,Weak,Yes
2025-07-05,North,Summer,31.3,46.18565865246126,4.859860097565191,1025.4114984982023,0.0,Sunny,Weak,Yes
2025-07-06,South,Summer,35.2,69.40336898249944,12.90226346395249,1014.6154189901133,0.0,Sunny,Weak,No
2025-07-07,East,Summer,30.4,44.65127293064893,14.648567680707787,1010.2471957695291,0.0,Sunny,Weak,Yes
2025-07-08,East,Summer,26.9,71.9964497365029,33.34555163720982,1018.635244649468,0.0,Sunny,Strong,No
2025-07-09,South,Summer,33.1,64.46537776553775,7.216230819580854,994.3109175279369,1.3,Overcast,Weak,No
2025-07-10,East,Summer,27.7,40.77302276141736,25.24924067126706,1013.8849164648685,0.3,Overcast,Strong,No
2025-07-11,East,Summer,28.7,82.47109031685757,21.978011414260656,1018.1669215510957,33.0,Rainy,Strong,Yes
2025-07-12,North,Summer,22.4,53.981126348029264,16.964454831430956,1000.1713100337613,5.6,Rainy,Weak,No
2025-07-13,East,Summer,27.7,52.84621344478428,27.310343389365933,1021.1500323456554,0.0,Sunny,Strong,No
2025-07-14,East,Summer,36.6,68.00853795846415,17.60473830824804,1014.7079712599553,1.5,Overcast,Weak,No
2025-07-15,South,Summer,37.7,82.22956024143073,17.7241143696755,1008.6776966887936,50.2,Rainy,Weak,No
2025-07-16,South,Summer,40.3,49.762672715324044,14.628155428877182,1017.0622549288503,0.0,Sunny,Weak,No
2025-07-17,West,Summer,28.1,65.92519774771958,23.564982176930393,1030.1655428624351,0.0,Sunny,Strong,Yes
2025-07-18,North,Summer,26.4,71.4322475049586,22.675284636676185,1013.454930040468,0.0,Sunny,Strong,Yes
2025-07-19,East,Summer,26.3,75.39658410894717,10.620258987526512,1013.9857646904027,0.0,Sunny,Weak,Yes
2025-07-20,East,Summer,27.5,67.64662332915837,5.765269637808629,1008.325112803678,0.0,Overcast,Weak,Yes
2025-07-21,West,Summer,26.6,59.494582413750166,13.5791355382304,1005.2012450442817,15.3,Rainy,Weak,No
2025-07-22,East,Summer,34.4,52.5861466902692,9.399730049216476,1018.642686532354,0.0,Sunny,Weak,No
2025-07-23,North,Summer,24.1,66.29215824569562,14.555327977692514,1005.151329392729,0.0,Overcast,Weak,Yes
2025-07-24,West,Summer,33.3,48.9179148202159,23.662066942788975,1012.5725298977551,0.0,Sunny,Strong,Yes
2025-07-25,North,Summer,27.4,21.17974274758089,11.79888841439247,1008.178740425879,0.0,Sunny,Weak,No
2025-07-26,West,Summer,37.3,71.54839706236501,14.700236330818976,1015.8318386059711,0.0,Sunny,Weak,No
2025-07-27,West,Summer,25.8,78.55902261629294,15.406159143658767,1014.6692968422956,0.0,Sunny,Weak,Yes
2025-07-28,South,Summer,38.6,29.55601346687242,20.939016175436993,1020.3003195540632,2.4,Overcast,Strong,No
2025-07-29,North,Summer,29.0,49.854039429350934,0.0,1007.919868809162,0.6,Overcast,Weak,Yes
2025-07-30,East,Summer,26.9,74.28731391507796,10.753097936642924,1009.841000517653,1.9,Overcast,Weak,Yes
2025-07-31,East,Summer,32.2,95.86243204567548,16.47898584595631,1004.1698902737415,10.1,Rainy,Weak,No
2025-08-01,North,Summer,26.7,65.31190561513112,23.40055269498803,1008.4456539193911,2.6,Overcast,Strong,Yes
2025-08-02,East,Summer,29.6,54.07995588156298,11.556682867456564,1015.0184039443589,0.0,Sunny,Weak,Yes
2025-08-03,East,Summer,28.1,62.256553383427395,1.8641310577068815,1018.0559089331629,0.0,Sunny,Weak,Yes
2025-08-04,North,Summer,23.1,85.62314628722277,19.337980121762953,1004.622677406579,5.4,Rainy,Weak,Yes
2025-08-05,West,Summer,36.8,55.310537313131974,10.552463278220594,1018.9568473608452,0.0,Sunny,Weak,No
2025-08-06,North,Summer,27.1,53.0121199002462,6.672333386367471,1022.8451028704396,0.0,Sunny,Weak,Yes
2025-08-07,West,Summer,32.7,57.758847167269515,10.629582272007433,1015.3074792257896,0.0,Sunny,Weak,No
2025-08-08,East,Summer,29.1,50.70007087611931,13.708322496409053,1027.0143665004646,0.0,Sunny,Weak,Yes
2025-08-09,East,Summer,27.0,66.84005473992194,10.766787348232512,1005.8096864071714,14.5,Rainy,Weak,Yes
2025-08-10,East,Summer,32.3,89.3701768770434,0.0,1002.0427623735087,2.4,Overcast,Weak,No
2025-08-11,South,Summer,28.5,69.84618909674043,21.279463378209925,997.7702380087658,21.0,Rainy,Strong,Yes
2025-08-12,West,Summer,30.0,61.21469746810568,23.924125288951053,1023.9683544919135,0.0,Sunny,Strong,Yes
2025-08-13,South,Summer,34.6,60.62283096626684,19.56065393937654,1017.2349252508325,0.0,Sunny,Weak,No
2025-08-14,South,Summer,34.3,41.552137869550144,7.0362003070262835,1011.5553226327164,1.4,Overcast,Weak,No
2025-08-15,North,Summer,25.7,78.24664665720738,13.589559262367374,1014.2397490105585,2.7,Overcast,Weak,Yes
2025-08-16,South,Summer,34.3,63.83244204480797,14.954350793393793,1002.996087621613,47.6,Rainy,Weak,No
2025-08-17,North,Summer,30.0,62.29280129614062,19.19156072693337,1031.5660158369346,0.0,Sunny,Weak,Yes
2025-08-18,North,Summer,28.3,100.0,19.678383421026567,1013.0337694558018,1.6,Overcast,Weak,No
2025-08-19,South,Summer,31.1,69.48129362548529,9.86078340855053,1012.8751583568392,1.1,Overcast,Weak,Yes
2025-08-20,West,Summer,29.7,53.72313424857224,15.573968894894923,1017.8061329911895,16.6,Rainy,Weak,No
2025-08-21,West,Summer,34.0,58.60463605691685,18.200962832306686,1015.8480738538937,0.0,Sunny,Weak,No
2025-08-22,West,Summer,32.9,82.22668563795132,25.190756255027367,1013.791072194233,0.0,Sunny,Strong,No
2025-08-23,West,Summer,25.2,66.69905615806647,19.931545778773064,1005.6762043564376,4.7,Rainy,Weak,No
2025-08-24,West,Summer,31.4,43.4258303252395,20.523396811628633,1015.7717468570879,0.0,Sunny,Strong,Yes
2025-08-25,South,Summer,29.6,78.78843401862805,15.586786395505527,1027.0561959718002,0.0,Sunny,Weak,Yes
2025-08-26,South,Summer,35.2,54.97783871691509,24.873214016424527,1022.7633603692399,0.0,Sunny,Strong,No
2025-08-27,East,Summer,37.0,93.09946664326318,17.868339571716483,1024.7454930131153,12.9,Rainy,Weak,Yes
2025-08-28,West,Summer,26.7,81.20072098571973,8.972384628785008,1007.9102745885505,64.6,Rainy,Weak,No
2025-08-29,South,Summer,30.7,58.29017156511873,24.823589790876333,1004.0831614379314,0.9,Overcast,Strong,Yes
