actual_class,predicted_class,fraud_probability
0,0,0.00010426751934717147
0,0,0.00011563490919964881
0,0,0.0001627435099526065
0,0,0.0001292961696976173
0,0,0.00011700314512971278
0,0,0.0005693876998241089
0,0,0.000427611025623403
0,0,0.00010553552580854216
0,0,0.00016228361044878453
0,0,0.0001792988685751021
0,0,0.00010522033332881174
0,0,0.00020932959172675124
0,0,0.00012180138464465088
0,0,0.00011339793189234182
0,0,0.00014161320852689897
0,0,0.00012410895457628106
0,0,0.00012864389637644595
0,0,0.00010826752028930647
0,0,0.00010779659492233474
0,0,0.00012249406041302773
0,0,0.0001356624718615301
0,0,0.0001071259951924881
0,0,0.00047147048755043013
0,0,0.00011655363492993647
0,0,0.00011934011994115169
0,0,0.00016849315819511852
0,0,0.0001181369696126761
0,0,0.0004172471559691758
0,0,0.00010934386048642488
0,0,0.00010920958168264341
0,0,0.00010973413307059852
0,0,0.00012447732300834588
0,0,0.0006200803844064873
0,0,0.00010746485079332448
0,0,0.00011885379301888242
0,0,0.00010929647994234062
0,0,0.00011856026138256374
0,0,0.00011540805671897783
0,0,0.0001230662312721681
0,0,0.00022463228414156453
0,0,0.00011206616971006529
0,0,0.00012443242177575744
0,0,0.00019745172477224303
0,0,0.0001165046132164624
0,0,0.00013101897117799707
0,0,0.00012403634661591696
0,0,0.00011320374852840599
0,0,0.00011817247582393194
0,0,0.00023070681896646242
0,0,0.00012006663819037762
0,0,0.00012257212965679161
0,0,0.00011595691602644781
0,0,0.00016870892348227706
0,0,0.00011482632369712435
0,0,0.0050728650632013835
0,0,0.00010539746303696666
0,0,0.00019311298312305722
0,0,0.00016399010964711138
0,0,0.0001102649185940616
0,0,0.00012283323480853577
0,0,0.00010406133350346723
0,0,0.0001162120762146272
0,0,0.00015064270746076538
0,0,0.00012088626919869814
0,0,0.00012662606712077635
0,0,0.00010010295607621106
0,0,0.00011859087793664636
0,0,0.000334408875610153
0,0,0.00011198105172414157
0,0,0.00012440638505142388
0,0,0.00011683881694143332
0,0,0.00011147268272611485
0,0,0.00014924043402049495
0,0,0.0011396685437905605
0,0,0.00010319067323929554
0,0,0.00012189067425719134
0,0,0.00012292652080226385
0,0,0.00010067434073072386
0,0,0.0007899639331137366
0,0,0.00015767088643856063
0,0,0.00010681812387322336
0,0,0.0002498818567655167
0,0,0.00010714628144284228
0,0,0.000142134679245725
0,0,0.00015412153745943317
0,0,0.00034718478621238377
0,0,0.00013066439540696968
0,0,0.00011001991819365024
0,1,0.5207418404102059
0,0,0.0001182109251415979
0,0,0.0001043346224672049
0,0,0.00027421244841108005
0,0,0.00017627176980313433
0,0,0.00028824921774578876
0,0,0.00011864773778715922
0,0,0.0001755927998310067
0,0,9.976684880183961e-05
0,0,0.00011292678280417502
0,0,0.00011918745842445944
0,0,0.00012621346107853215
0,0,0.00016725743804999884
0,0,0.00011781239644268318
0,0,0.00019361350917579862
0,0,0.00011472625888265133
0,0,0.0001230134342754368
0,0,0.00013585866570188794
0,0,0.00012198031999920955
0,0,0.00012376546012067593
0,0,0.00011054323793610031
0,0,0.00018360159307192453
0,0,0.00010641683346389268
0,0,0.00011684398089803003
0,0,0.0003308471504863042
0,0,0.00011395514977259159
0,0,0.0001465607615984904
0,0,0.00015815222791098563
0,0,0.00014235342442407757
0,0,0.00012542179033846692
0,0,0.00015102111618698195
0,0,0.00012658486499913081
0,0,0.00012771370853668037
0,0,0.0001255958741280916
0,0,0.00016117096568873837
0,0,0.00011126441666268075
0,0,0.00012242801622313964
0,0,0.0002143463945966507
0,0,0.00010638481479095181
0,0,0.0002765932011549967
0,0,0.00011188599888531946
0,0,0.00010127664513774564
0,0,0.00025355072696880315
0,0,0.00012001535629901673
0,0,0.007328284768763826
0,0,0.00012525883571459141
0,0,0.0001236382709738068
0,0,0.00010681960870305204
0,0,0.00010283663834025838
0,0,0.00011985916897345237
0,0,0.006146977666385877
0,0,0.00012315624318302038
0,0,0.00014618334883856197
0,0,0.0002473934548603127
0,0,0.00011402984840379656
0,0,0.00012278655184441288
0,0,0.00012027380585071903
0,0,0.0001301178460579101
0,0,0.0001231679335022588
0,0,0.00012033564994241362
0,0,0.00010640522966325016
0,0,0.00011530209367656569
0,0,0.0001054462599325072
0,0,0.00010200689902624531
0,0,0.00013941212736109606
0,0,0.00010936869522335534
0,0,0.00019969898781535146
0,0,0.00012549213420664536
0,0,0.0001078935320611608
0,0,0.00011871459376307576
0,0,0.0001145617998421652
0,0,0.0004970244657499212
0,0,0.0006803939514285355
0,0,0.00018199518529582128
0,0,0.00011363604967069771
0,0,0.0001485440703732534
0,0,0.0001169678380428849
0,0,0.0001299194099708122
0,0,0.0002802252859731393
0,0,0.0007257836198219253
0,0,0.00014455556774910726
0,0,0.00011786059459158299
0,0,0.00011303129131145563
0,0,0.00010132505946134363
0,0,0.00012666652146019867
0,0,0.00011216137439027795
0,0,0.00017651402959688634
0,0,0.00023809604893908554
0,0,0.00013279807355256977
0,0,0.00013593743078785454
0,0,0.0001601534339946129
0,0,0.00010635309169824308
0,0,0.00020270787468475482
0,0,0.00011507530338137866
0,0,0.000260382523576866
0,0,0.00010435241913677059
0,0,0.00010156507356518916
0,0,0.0001059389525293752
0,0,0.00010521004611687836
0,0,0.00012080676602625323
0,0,0.0001271411542237341
0,0,0.0001226441117946426
0,0,0.00013134307033081183
0,0,0.00022651203960719928
0,0,0.00011744303553047694
0,0,0.0007015677490348367
0,0,0.0001170370776069511
0,0,0.00024355086927272166
0,0,0.00010793666295944361
0,0,0.0004214614765180429
0,0,0.00017559747816819405
0,0,0.00010879667857953343
0,0,0.00010736920945601432
0,0,0.00018663635543686994
0,0,0.005393793964256174
0,0,0.00010698425264697209
0,0,0.00023392571133424962
0,0,0.0001339526696082671
0,0,0.00028130247983724924
0,0,0.00011703174861428434
0,0,0.00012628853580071888
0,0,0.00038487320993663805
0,0,0.0001544458462169793
0,0,0.00017043505098967253
0,0,0.00016176275259771497
0,0,0.00011846137337039348
0,0,0.0001167763240907935
0,0,0.0001062277214015241
0,0,0.0003936345150749703
0,0,0.00010162872007024358
0,0,0.00010756178909931113
0,0,0.00012752791164854257
0,0,0.0001030513622362779
0,0,0.00014437146873541107
0,0,0.0001527446511829102
0,0,0.00013323761811113644
0,0,0.00010139999667922258
0,0,0.00013874050849453485
0,0,0.0002197933546023021
0,0,0.00010451415334015207
0,0,0.0004337206365380299
0,0,9.950842718966194e-05
0,0,0.00010875796741765697
0,0,0.00011798950314294679
0,0,0.00010289728370563646
0,0,0.005699016947455183
0,0,0.00011020605850629049
0,0,0.00012950907238055805
0,0,0.00011122421503964323
0,0,0.0001697896356801978
0,0,0.00015478948022352087
0,0,0.00032852576835230726
0,0,0.004656924148616304
0,0,0.00011471964736015017
0,0,0.0001227229511260686
0,0,0.00019715836924980064
0,0,0.00014455362703513655
0,0,0.00012366464199040366
0,0,0.00011131679033517963
0,0,0.00010306757498414841
0,0,0.00011925592730569607
0,0,9.88161504783361e-05
0,0,0.00014298881541913454
0,0,0.0001433940770024764
0,0,0.0001293344852364373
0,0,9.803465416277664e-05
0,0,0.00036413050460044503
0,0,0.00011182586485566727
0,0,0.0003759039837856866
0,0,0.00038590082450829226
0,0,0.0002655228812034368
0,0,0.00013146216618880303
0,0,0.00010473762919503224
0,0,0.00010769802093854342
0,0,0.00011715589868629571
0,0,0.00010307956473777408
0,0,0.0008303907169011426
0,0,0.00012190786224588637
0,0,0.00010734112606399009
0,0,0.00020467554992736946
0,0,0.00013313047994126197
0,0,0.000108040534632955
0,0,0.00033344052119451594
0,0,0.00013252876465408932
0,0,0.00012654479344347046
0,0,0.00011966228944497226
0,0,0.00020501908964466514
0,0,0.00011839244718021899
0,0,0.00010992602251306886
0,0,0.00010029890441494625
0,0,0.00010699510353293184
0,0,0.00011015922245423392
0,0,0.000113372348344546
0,0,0.00011736159525576897
0,0,0.00173574850978915
0,0,0.00010208361507007346
0,0,0.00022391781411514294
0,0,0.0006649052959473609
0,0,0.00013380807089346256
0,0,0.00010304528920616986
0,0,0.00016983217873062491
0,0,0.00010372004919762525
0,0,0.00011051381944245733
0,0,0.000233337971675691
0,0,0.00010927398984887726
0,0,0.00013068969714942897
0,0,0.00011984911457433191
0,0,0.00011813347266136866
0,0,0.00015232394651778537
0,0,0.000116798056700446
0,0,0.00012237446573169777
0,0,0.00011723508087845309
0,0,0.00021988389835913451
0,0,0.00047716881294071646
0,0,0.0002403642460397844
0,0,0.00011839996896739572
0,0,0.00012052274136181984
0,0,0.00016651534150548446
0,0,0.00010016864469674921
0,0,0.00011125455177149246
0,0,0.00012557636389426923
0,0,0.00010629718130351533
0,0,0.00010582557164625111
0,0,0.00010741318511567226
0,0,0.00012616730534586537
0,0,0.00010569437608421619
0,0,0.00020007430813927487
0,0,0.0001099124777709532
0,0,0.00010638518097305957
0,0,0.00011584719793836704
0,0,0.00012031862972472313
0,0,0.00012506330187637754
0,0,0.00013074616947920882
0,0,0.00015939644842415953
0,0,0.00019522290110736865
0,0,0.0001012939791630763
0,0,0.0001149628378997825
0,0,0.0001037799655636914
0,0,0.000126529878766734
0,0,0.00012975903376596194
0,0,0.00021666181779336782
0,0,0.00011847725284320522
0,0,0.00010634702639732278
0,0,0.00010602100269081797
0,0,9.981403009136898e-05
0,0,0.00010228752968779045
0,0,0.0001586058414608221
0,0,0.00011336036101861106
0,0,0.00010845240155716154
0,0,0.0001758905764912484
0,0,0.00010787934600233192
0,0,0.00010372004919762525
0,0,0.00010857591108317849
0,0,0.00013931562235949826
0,0,0.00011096503771730139
0,0,0.00011409583363202029
0,0,0.00010538386575584968
0,0,0.00011426670077591629
0,0,0.0003415653758466827
0,0,0.0004619037515177222
0,0,0.00014767774968242362
0,0,0.0011345841890833385
0,0,0.0001339563573743361
0,0,0.0008996731492721899
0,0,0.00012577535965419378
0,0,0.00010175470910785162
0,0,0.00012623606209531945
0,0,0.00011529076646878632
0,0,0.000102205348787948
0,0,0.00011325267678445201
0,0,0.00012264377255129642
0,0,0.00012709498299627234
0,0,0.00016770555305892676
0,0,0.00011913463670945056
0,0,0.00046795497366884046
0,0,0.00011885530607232524
0,0,0.0015057587878034623
0,0,0.0001199845377301233
0,0,0.00012519490654256367
0,0,0.00014117109613786047
0,0,0.00010723254745072868
0,0,0.00011522597542861193
0,0,0.00012265088624912565
0,0,0.0001037926000829932
0,0,0.00013801307074376177
0,0,0.00010788673317340077
0,0,0.0004568069947204651
0,0,0.0001414171587489333
0,0,0.00036050828105544
0,0,0.000153938438291736
0,0,0.00010729050424697448
0,0,0.00011676138978614758
0,0,0.0010555838173730027
0,0,0.0001415256255083779
0,0,0.00012227006558735405
0,0,0.00013783058891192172
0,0,0.00010920592264292408
0,0,0.0006013178887359415
0,0,0.00039011235786601684
0,0,0.0006711697053968055
0,0,0.00011041865222991057
0,0,0.00013970482284871304
0,0,0.0001670051290173879
0,0,0.0001107197046977093
0,0,0.00020692461285513062
0,0,0.0001715403324892586
0,0,0.00012760691453147897
0,0,0.00023142522303459573
0,0,0.00022454628669284517
0,0,0.002116664431622297
0,0,0.00010539587073453454
0,0,0.00011614392407941127
0,0,0.00010926459550439638
0,0,0.00011882554851222005
0,0,0.0004825813175384386
0,0,0.0001162266478177085
0,0,0.0002628590051961549
0,0,0.00010862370281918568
0,0,9.745594693834484e-05
0,0,0.00021424678915153415
0,0,0.00014068015405362366
0,0,0.00010985625897769497
0,0,0.00011688010752732245
0,0,0.00037719268412059995
0,0,0.00011924719309586373
0,0,0.00023567411810158806
0,0,0.00013155310147930772
0,0,0.00010988412292524491
0,0,0.00012001831458738178
0,0,0.0004208580302877714
0,0,0.0001246229030531027
0,0,0.00015012638102307298
0,0,0.00010188604138848118
0,0,0.0001600829675197175
0,0,0.00012203527243135544
0,0,0.0001722999300150871
0,0,0.0001457362705517555
0,0,0.00018857380157883641
0,0,0.0004074623924261448
0,0,0.00011857200180003617
0,0,0.00010526946097307552
0,0,0.0003107312063676091
0,0,0.0011226379724244813
0,0,0.00010423976069999571
0,0,0.024394376106346902
0,0,0.00012406452384224108
0,0,0.00010871201962078839
0,0,0.00012883440031406614
0,0,0.00022082500831015848
0,0,0.0001424560718023138
0,0,0.00010530841735985371
0,0,0.000130629278240596
0,0,0.00010850055855037587
0,0,0.0010507694525807322
0,0,0.00011686798056756736
0,0,0.00015321680900516458
0,0,0.00018128068120986467
0,0,0.00010519240157684071
0,0,0.00024214135059398779
0,0,0.00014323597630847216
0,0,0.00010676816250926777
0,0,0.00026364256955563103
0,0,0.00014805776194289763
0,0,0.00011131161317383386
0,0,0.000127669618785829
0,0,0.00011031406527054946
0,0,0.00011402826892982283
0,0,0.00010143910870876049
0,0,0.00013417768679373487
0,0,0.00014752050960618217
0,0,0.0005189686046983253
0,0,0.00010739416253692405
0,0,0.00011118610608914038
0,0,0.00011673047052617059
0,0,0.00012610329122192857
0,0,0.00012617234090287464
0,0,0.00028302808145059806
0,0,0.0006619569189984598
0,0,0.0001050893084750702
0,0,0.00021109487953644676
0,0,0.0002478094192408682
0,0,0.00010539519329007048
0,0,0.00011416721101992569
0,0,0.00010456832277554569
0,0,9.948059102598248e-05
0,0,0.0001142645677086516
0,0,0.0002252238508184752
0,0,0.0001161705326089855
0,0,0.00011616299182307052
0,0,9.84845904943484e-05
0,0,0.00017097615775247386
0,0,0.0003135367204205416
0,0,0.00010219685405507657
0,0,0.00011717810919805123
0,0,0.00056556068904164
0,0,0.0001888450766284625
0,0,0.0002734219332088633
0,0,0.00021466367097079517
0,0,0.0001290014251491695
0,0,0.00028114757013663705
0,0,0.00016576428338455537
0,0,0.00012870728022858162
0,0,0.00030300534246079905
0,0,0.00012379404542141138
0,0,0.00010925812199467679
0,0,0.0005037287442169922
0,0,0.00012535475465611607
0,0,0.0002658266965268167
0,0,0.00035193961849030233
0,0,0.00011204460582907639
0,0,0.00010345810262029903
0,0,0.00029784351485248655
0,0,0.00013154719107557393
0,0,0.00014002769193735765
0,0,0.00011787173171157203
0,0,0.0002096559686627189
0,0,0.0030641905896486243
0,0,0.00013325218719696351
0,0,0.00024116523776774435
0,0,0.00010704368805766442
0,0,0.0010291977883421768
0,0,0.017575757797972286
0,0,0.00011014764845728606
0,0,0.0001483234014586899
0,0,0.00014102110742330627
0,0,0.00010796400938502459
0,0,0.00017953862037670484
0,0,0.0006864167920614544
0,0,0.00012868687737809377
0,0,0.00030720590058224225
0,0,0.00013684509660128385
0,0,0.0001084350885468936
0,0,0.00011429239088891574
0,0,0.00012066632221743923
0,0,0.00012781171756576654
0,0,0.0002669193629526397
0,0,0.00010710648503866697
0,0,0.00012461366551781033
0,0,0.00029070695434329385
0,0,0.00011658383624422025
0,0,0.00011970155849190725
0,0,0.00014978752063152942
0,0,0.00017799331078714668
0,0,0.0001255472657649897
0,0,0.00010455824763384247
0,0,0.0001729068494882188
0,0,0.00011192166622346333
0,0,0.0001353645074180804
0,0,0.00019105468002790513
0,0,0.00011885530607232524
0,0,0.00022328913804375334
0,0,0.00010843379030251773
0,0,0.0004372557409452591
0,0,0.00012187122675383004
0,0,0.0004353518920433227
0,0,0.00011364909488408321
0,0,0.00012407172069241784
0,0,0.00013892962663340788
0,0,0.00011507304810099885
0,0,0.00010914437762738364
0,0,0.00011117920836334385
0,0,0.00027576637091969377
0,0,0.0001247835475585565
0,0,0.00012600935889971093
0,0,0.00010417924634416095
0,0,0.00011133254620987407
0,0,0.00014012797382148892
0,0,0.00011051263115216116
0,0,0.00010507764933525261
0,0,0.00010321962795363077
0,0,0.00011267305771306154
0,0,0.00016552661121047287
0,0,0.00012796069127024492
0,0,0.00012672829366372273
0,0,9.773754562905675e-05
0,0,0.00011470416933922814
0,0,0.0002082761930678419
0,0,0.0004959972417892056
0,0,0.0002259949190411502
0,0,0.00010608919390328492
0,0,0.0001002316069813349
0,0,0.00013203652233777647
0,0,0.0004672487141380248
0,0,0.0010792931704550546
0,0,0.0001641562932231359
0,0,0.00014419329900717165
0,0,0.00012161370784094218
0,0,0.00022756519442919995
0,0,0.00019675822316285452
0,0,0.00012935166656396165
0,0,0.00011578553683672627
0,0,0.000214279888645491
0,0,0.00010114106603635793
0,0,0.0001214136575664921
0,0,0.00011346565767681741
0,0,0.00010567992984939147
0,0,0.0001095553687194929
0,0,0.00014258897196342687
0,0,0.00010068766834414367
0,0,0.000105101932665539
0,0,0.00010718056837117838
0,0,0.00010372004919762525
0,0,0.00027439872567707407
0,0,0.0008536642845105492
0,0,0.0002298249274063315
0,0,0.0002929766231673341
0,0,0.0018530339924266077
0,0,0.00022113671360631898
0,0,0.00012196387773184043
0,0,0.00016132492681775009
0,0,0.00020913533022785574
0,0,0.000157024687142236
0,0,0.00015873828235684974
0,0,0.002745242885475695
0,0,0.00011633725634888264
0,0,0.00042185926149708816
0,0,0.00010848748415318414
0,0,0.0001559055996134455
0,0,0.0002884240202768515
0,0,0.00019865550238060825
0,0,0.0002142005587227364
0,0,0.00010121843177210855
0,0,0.00011070938283237915
0,0,0.00018556049743006944
0,0,0.00011119774532132573
0,0,0.0001279465040501018
0,0,0.00011401067723944698
0,0,0.00010871696492555414
0,0,0.00012449018753394993
0,0,0.0001063551753313376
0,0,0.00015495957289170047
0,0,0.00010578772838458424
0,0,0.00015043845031704486
0,0,0.000176880101769383
0,0,0.00013063439324386753
0,0,0.00010882577904132673
0,0,0.00023066808387308443
0,0,0.00014277186421394802
0,0,0.0001697561115425905
0,0,0.00028672509697506507
0,0,0.00011778296948588989
0,0,0.00011959004718962363
0,0,0.00013267910937955223
0,0,0.00013848933144332848
0,0,0.00012957093513706934
0,0,0.0001355532177786031
0,0,0.0001173526240371676
0,0,0.00011056669106245678
0,0,0.0007575372866944932
0,0,0.00025186573899952167
0,0,0.00015198840548680167
0,0,0.00010354962401007703
0,0,0.00010394769802190594
0,0,0.0002428886891082387
0,0,0.00015117736748895187
0,0,0.00014119552312195793
0,0,0.00019402418511191012
0,0,0.00014753156236484413
0,0,0.00012375017722867436
0,0,0.004742225528627657
0,0,0.00012787269036235765
0,0,0.000406159764197004
0,0,0.0006588299446588073
0,0,0.00015364974398231334
0,0,0.00011278722944757108
0,0,0.00012576436046670916
0,0,0.009688738395362575
0,0,0.0004744478572660219
0,0,0.00011236303179244008
0,0,0.0001044266234972518
0,0,0.000123879163770669
0,0,0.00010897233222228695
0,0,0.0003932174072412431
0,0,0.00010221998679636426
0,0,0.00017143759229946702
0,0,0.00011405853978445826
0,0,0.0010784453662182909
0,0,0.00010468440747081722
0,0,0.00012028486382142538
0,0,0.0001246132240465417
0,0,0.00013655469636316092
0,0,0.00030948522441559106
0,0,0.0001393936001977631
0,0,0.00010909125616149396
0,0,0.0003488752927861971
0,0,0.00012177108751335497
0,0,0.00011059005598120716
0,0,0.00017045391023302918
0,0,0.0001042467376896517
0,0,0.0001399981377903437
0,0,0.00020927154658155782
0,0,0.00011849023876219029
0,0,0.00011885530607232524
0,0,0.00013275383937033297
0,0,0.0004304976644099788
0,0,0.00013386814188843548
0,0,0.00034262731035912487
0,0,0.0002481641181332632
0,0,0.00014723428967904783
0,0,0.0001786153281888131
0,0,0.00012289314324526065
0,0,0.0001630256480130391
0,0,0.0005561357244713847
0,0,0.00021172204131362767
0,0,0.0001241603741785423
0,0,0.00010586621814644266
0,0,0.00013208750150159998
0,0,0.00010381092678746923
0,0,0.00010332672321480287
0,0,0.0001034889117266341
0,0,0.000660252693874711
0,0,0.0002336975404466277
0,0,0.00010326562706370617
0,0,0.00010542403074126945
0,0,0.00012368716998399632
0,0,0.00045252768474898634
0,0,0.0005922612052244776
0,0,0.00012597466768400758
0,0,0.00011416804953847735
0,0,0.00010249918034487579
0,0,0.00012235693242988976
0,0,0.00010551392728718552
0,0,0.0005604738850922292
0,0,0.0002803417553613024
0,0,0.00011947089360499913
0,0,0.0001111647497632444
0,0,0.0001224396929897812
0,0,0.00011626756649915138
0,0,0.00011489820813574285
0,0,0.011876596578551219
0,0,0.00756576421522885
0,0,0.0006941298435573205
0,0,9.767686016057146e-05
0,0,0.0001414171587489333
0,0,0.0001059432892251632
0,0,0.0001306304206993222
0,0,0.00011882949590796958
0,0,0.0001187596423206376
0,0,0.00010661038198927398
0,0,0.00010107879284171226
0,0,0.00013801904717395088
0,0,0.0004465857887115513
0,0,0.0001027148342478005
0,0,0.00012174619659710185
0,0,0.00012187746356676059
0,0,0.0002481605338558644
0,0,0.00010578170512612994
0,0,0.00032240128436762194
0,0,0.0003446628230358346
0,0,0.00010972370755601799
0,0,0.00013525662130334763
0,0,0.00012472075631735606
0,0,0.00011927835556511954
0,0,0.00010301377961724641
0,0,0.00012293899523761179
0,0,0.00012673588387752613
0,0,0.00021036173776455258
0,0,0.00010720565862149045
0,0,0.00015076682700136145
0,0,0.0002960592161103823
0,0,0.0002290176345401631
0,0,0.00011539778558586827
0,0,0.005480895398581645
0,0,0.00012009283723755825
0,0,0.00011408262035980085
0,0,0.00011200136651517307
0,0,0.00010612972174567351
0,0,0.00011316836896404746
0,0,0.0001062221855527446
0,0,0.00010438406200106611
0,0,0.00011586165514984446
0,0,0.0002838563650572645
0,0,0.0001334823458413614
0,0,0.00015303306007544861
0,0,0.0001124924655264223
1,1,0.9272727272727272
0,0,0.00011118880819546835
0,0,0.0005693876998241089
0,0,0.00019933081562664267
0,0,0.00014629228805237908
0,0,0.00012498923621039162
0,0,0.0002963751341638212
0,0,0.0001712788870665311
0,0,0.0001265340065317585
0,0,0.00021439923968765012
0,0,0.00010466881111240193
0,0,0.0002917306414875364
0,0,0.00010460832868163546
0,0,0.00023723755409816997
0,0,0.0002748038270182623
0,0,0.00023953548286804842
0,0,0.0001329747729063328
0,0,0.0013969498185877336
0,0,0.00014574991857800015
0,0,9.859042242489868e-05
0,0,0.00011336169915872404
0,0,0.00025969540930721854
0,0,0.00010424476791453269
0,0,0.00012722348118465482
0,0,0.00014823876278608934
0,0,0.00010900776674266695
0,0,0.00010503337114842982
0,0,0.00011639557220565533
0,0,0.00010870417587144921
0,0,0.00010134533071467651
0,0,0.00012163859101240525
0,0,0.0001347691620775893
0,0,0.018114020568204565
0,0,0.00015293670878691564
0,0,0.00010575194494830535
0,0,0.0042619673515670855
0,0,0.00019001430003785612
0,0,0.00012294456381348708
0,0,0.00030897645370985563
0,0,0.0002910162811661748
0,0,0.0004344842186797287
0,0,0.00011734810446894898
0,0,0.0001304788260373923
0,0,0.00012061785116922458
0,0,0.00011942593067148889
0,0,0.0007303324229661038
0,0,0.00011163714537040431
0,0,0.00011068533734316329
0,0,0.00011394647167916636
0,0,0.00011005901410655333
0,0,0.000249130891490785
0,0,0.00010326408716677816
0,0,0.00010605622866942213
0,0,0.00012162888545376323
0,0,0.00015389103036926214
0,0,0.00010521231562751438
0,0,0.00035842019205981773
0,0,0.00010386643959053091
0,0,0.00015988258356238727
0,0,0.0001181102155355428
0,0,0.0001222494274621716
0,0,0.00010430675402844366
0,0,0.00010166247009815526
0,0,0.00011971237234293816
0,0,0.00030981587654101784
0,0,0.00012014068798819628
0,0,0.0006438537298698472
0,0,0.00011160288032047193
0,0,0.0001042100432901334
0,0,9.823493229541053e-05
0,0,0.00016948935826814976
0,0,0.00012010876856645479
0,0,0.0006080269010754936
0,0,0.0001250540570584034
0,0,0.00010776909537613446
0,0,0.00010563097959790384
0,0,0.00016849278096668193
0,0,0.00010748844671951954
0,0,0.00016488498081125826
0,0,0.00011174450739251801
0,0,0.00013115730761655578
0,0,0.00017823050455658762
0,0,0.00018592107456545643
0,0,0.00011170438419731269
0,0,0.0001706984822690165
0,0,0.00010645063911116095
0,0,0.00014152965438185317
0,0,0.00019190894594231666
0,0,0.0002802753505185699
0,0,0.00011169245560458017
0,0,0.00013311751551444985
0,0,0.00012902016785749834
0,0,0.00012399916364872905
0,0,0.00018678237972716836
0,0,0.0001080961015800634
0,0,0.0004078700082421844
0,0,0.00013234662041764346
0,0,0.00010826915805426289
0,0,0.00011562336039125536
0,0,0.00015629979732109786
0,0,0.00013509446392541384
0,0,0.0001299995676587033
0,0,0.00014338338262190808
0,0,0.0005585219521438672
0,0,0.00010288917208488448
0,0,0.0001049007749510073
0,0,0.0003511642689510206
0,0,0.00012926595989246037
0,0,9.587253393639261e-05
0,0,0.00027076402999440675
0,0,0.006920489891537192
0,0,0.00014713310250103972
0,0,0.00015197629189863732
0,0,0.0001119260822678213
0,0,0.00037910121430310945
0,0,0.0001105563858134582
0,0,0.00011780399212970914
0,0,0.00015826530240070687
0,0,0.000153588718000392
0,0,0.0002508566435543019
0,0,0.00012000519272989346
0,0,0.00012480936965273695
0,0,0.00014942930375711635
0,0,0.00012269242089674664
0,0,0.00011851305621094017
0,0,0.000407488935550624
0,0,0.0006745357927150061
0,0,0.00012526642217746816
0,0,0.00016506457593606547
0,0,0.00011188482511279352
0,0,0.00012533559608127212
0,0,0.00012102922010535947
0,0,0.000104244785299344
0,0,0.00023186728920805762
0,0,0.0001352869908626819
0,0,0.00010769318608766179
0,0,0.00027001696135267676
0,0,0.00011228239008594974
0,0,0.00011751692072602746
0,0,0.0001165237641967046
0,0,0.015292081541211444
0,0,0.0016694308224075166
0,0,0.00019498286705991249
0,0,0.0005758655477641592
0,0,0.0001486409590846537
0,0,0.00012210997481063843
0,0,0.0001177753337220801
0,0,0.0003868958204843603
0,0,0.0001338152602088506
0,0,0.00010563928739765291
0,0,0.00021933941475926947
0,0,0.00011975701009597862
0,0,0.00010635864834402535
0,0,0.0001490023629993723
0,0,0.00017382882701185044
0,0,0.0005157718086217579
0,0,0.00012096768020465802
0,0,0.00012990063247290073
0,0,0.0001228443998934878
0,0,0.0001452260977463375
